35.393156,140.086575
35.393087,140.086528
35.393038,140.086497
35.392983,140.086470
35.392951,140.086457
35.392923,140.086447
35.392886,140.086439
35.392853,140.086434
35.392817,140.086431
35.392789,140.086432
35.392757,140.086433
35.392711,140.086441
35.392672,140.086451
35.392641,140.086462
35.392603,140.086479
35.392569,140.086500
35.392529,140.086527
35.392489,140.086560
35.392453,140.086601
35.392423,140.086643
35.392397,140.086685
35.392372,140.086729
35.392348,140.086785
35.392328,140.086843
35.392312,140.086901
35.392297,140.086967
35.392280,140.087052
35.392265,140.087130
35.392197,140.087509
35.392186,140.087612
35.392180,140.087668
35.392177,140.087728
35.392176,140.087785
35.392178,140.087839
35.392209,140.088353
35.392231,140.088553
35.392259,140.088721
35.392290,140.088875
35.392314,140.089004
35.392411,140.089428
35.392434,140.089504
35.392448,140.089545
35.392463,140.089579
35.392478,140.089610
35.392494,140.089639
35.392512,140.089664
35.392530,140.089688
35.392549,140.089707
35.392570,140.089726
35.392591,140.089740
35.392615,140.089753
35.392645,140.089766
35.392669,140.089774
35.392704,140.089780
35.392739,140.089781
35.392774,140.089778
35.392807,140.089769
35.392835,140.089760
35.392859,140.089746
35.392885,140.089727
35.392904,140.089713
35.392927,140.089692
35.392947,140.089667
35.392967,140.089637
35.392987,140.089601
35.393004,140.089558
35.393017,140.089508
35.393022,140.089464
35.393022,140.089412
35.393018,140.089369
35.393009,140.089327
35.392997,140.089273
35.392808,140.088541
35.392787,140.088455
35.392773,140.088366
35.392770,140.088294
35.392772,140.088247
35.392777,140.088201
35.392790,140.088140
35.392804,140.088096
35.392825,140.088038
35.392845,140.087995
35.392869,140.087954
35.392904,140.087908
35.392942,140.087870
35.392990,140.087835
35.393029,140.087814
35.393071,140.087795
35.393121,140.087780
35.393168,140.087772
35.393214,140.087769
35.393262,140.087770
35.393317,140.087781
35.393369,140.087803
35.393414,140.087828
35.393461,140.087864
35.393500,140.087905
35.393531,140.087944
35.393565,140.088004
35.393857,140.088598
35.393910,140.088688
35.393957,140.088759
35.393995,140.088808
35.394031,140.088850
35.394071,140.088891
35.394103,140.088921
35.394173,140.088980
35.395029,140.089626
35.395086,140.089681
35.395132,140.089742
35.395171,140.089808
35.395206,140.089880
35.395229,140.089953
35.395243,140.090019
35.395250,140.090089
35.395249,140.090161
35.395240,140.090234
35.395224,140.090306
35.395205,140.090371
35.395183,140.090433
35.395162,140.090485
35.395129,140.090555
35.395101,140.090607
35.395065,140.090657
35.395034,140.090694
35.394996,140.090733
35.394961,140.090764
35.394918,140.090795
35.394881,140.090816
35.394838,140.090835
35.394789,140.090850
35.394733,140.090862
35.394676,140.090871
35.394615,140.090877
35.394458,140.090885
35.394406,140.090886
35.394365,140.090885
35.394321,140.090881
35.394274,140.090874
35.394225,140.090863
35.394173,140.090847
35.394119,140.090826
35.394067,140.090800
35.393347,140.090388
35.393278,140.090348
35.393208,140.090315
35.393088,140.090263
35.392452,140.089983
35.392372,140.089950
35.392329,140.089939
35.392288,140.089933
35.392253,140.089934
35.392214,140.089939
35.392180,140.089950
35.392150,140.089966
35.392119,140.089987
35.392085,140.090023
35.392056,140.090062
35.392029,140.090109
35.392009,140.090160
35.391998,140.090208
35.391992,140.090258
35.391990,140.090312
35.391990,140.090358
35.391998,140.090417
35.392008,140.090467
35.392138,140.090870
35.392155,140.090922
35.392173,140.090969
35.392189,140.091003
35.392208,140.091042
35.392227,140.091074
35.392249,140.091111
35.392273,140.091149
35.392295,140.091177
35.392316,140.091205
35.392347,140.091241
35.392385,140.091281
35.392423,140.091314
35.392467,140.091351
35.392509,140.091378
35.392545,140.091399
35.392584,140.091418
35.392625,140.091434
35.392669,140.091448
35.392729,140.091461
35.392797,140.091471
35.392858,140.091476
35.392976,140.091481
35.393118,140.091489
35.394707,140.091513
35.394780,140.091513
35.394856,140.091508
35.394932,140.091498
35.395004,140.091484
35.395059,140.091466
35.395129,140.091440
35.395201,140.091398
35.395263,140.091357
35.395312,140.091321
35.395352,140.091286
35.395397,140.091243
35.395447,140.091189
35.395498,140.091124
35.395537,140.091067
35.395575,140.091009
35.396351,140.089662
35.396386,140.089588
35.396407,140.089529
35.396422,140.089466
35.396430,140.089393
35.396432,140.089325
35.396427,140.089262
35.396417,140.089194
35.396399,140.089123
35.396373,140.089056
35.396340,140.088992
35.396307,140.088948
35.396271,140.088907
35.396229,140.088870
35.396088,140.088763
35.394965,140.087916
35.393156,140.086575
