35.393052,140.086671
35.393002,140.086637
35.392963,140.086614
35.392927,140.086599
35.392895,140.086590
35.392868,140.086585
35.392848,140.086582
35.392827,140.086581
35.392807,140.086582
35.392784,140.086584
35.392760,140.086588
35.392732,140.086595
35.392706,140.086604
35.392673,140.086618
35.392656,140.086627
35.392632,140.086640
35.392603,140.086659
35.392576,140.086679
35.392545,140.086705
35.392523,140.086729
35.392491,140.086772
35.392463,140.086830
35.392441,140.086891
35.392426,140.086952
35.392416,140.087004
35.392317,140.087526
35.392310,140.087585
35.392305,140.087643
35.392303,140.087703
35.392302,140.087767
35.392305,140.087830
35.392339,140.088344
35.392350,140.088462
35.392362,140.088544
35.392377,140.088626
35.392398,140.088734
35.392423,140.088841
35.392450,140.088942
35.392565,140.089437
35.392575,140.089471
35.392586,140.089497
35.392594,140.089514
35.392606,140.089532
35.392618,140.089547
35.392633,140.089562
35.392647,140.089573
35.392664,140.089586
35.392678,140.089595
35.392693,140.089602
35.392712,140.089607
35.392733,140.089610
35.392756,140.089611
35.392775,140.089608
35.392790,140.089603
35.392807,140.089594
35.392821,140.089584
35.392838,140.089570
35.392853,140.089553
35.392864,140.089537
35.392874,140.089517
35.392882,140.089496
35.392889,140.089472
35.392892,140.089449
35.392893,140.089423
35.392893,140.089398
35.392890,140.089377
35.392880,140.089328
35.392667,140.088492
35.392653,140.088415
35.392645,140.088322
35.392649,140.088236
35.392655,140.088173
35.392678,140.088073
35.392701,140.087991
35.392734,140.087920
35.392773,140.087853
35.392813,140.087798
35.392854,140.087753
35.392894,140.087717
35.392933,140.087691
35.392978,140.087660
35.393030,140.087635
35.393102,140.087614
35.393163,140.087604
35.393223,140.087603
35.393293,140.087612
35.393344,140.087623
35.393379,140.087637
35.393427,140.087659
35.393470,140.087685
35.393511,140.087719
35.393570,140.087775
35.393611,140.087824
35.393641,140.087873
35.393665,140.087918
35.393967,140.088503
35.393992,140.088549
35.394017,140.088590
35.394045,140.088629
35.394081,140.088677
35.394113,140.088716
35.394153,140.088758
35.394197,140.088799
35.394242,140.088836
35.394944,140.089372
35.395065,140.089463
35.395151,140.089533
35.395200,140.089583
35.395240,140.089631
35.395278,140.089687
35.395308,140.089746
35.395334,140.089810
35.395352,140.089867
35.395367,140.089924
35.395380,140.090001
35.395388,140.090075
35.395390,140.090139
35.395387,140.090209
35.395377,140.090279
35.395357,140.090363
35.395334,140.090434
35.395297,140.090526
35.395262,140.090607
35.395227,140.090669
35.395195,140.090722
35.395153,140.090777
35.395111,140.090824
35.395066,140.090867
35.395023,140.090902
35.394977,140.090935
35.394926,140.090963
35.394878,140.090986
35.394818,140.091007
35.394770,140.091020
35.394691,140.091033
35.394594,140.091041
35.394466,140.091047
35.394404,140.091050
35.394349,140.091048
35.394281,140.091040
35.394229,140.091033
35.394168,140.091016
35.394111,140.090996
35.394063,140.090976
35.394007,140.090949
35.393941,140.090909
35.393217,140.090499
35.393120,140.090452
35.392359,140.090121
35.392338,140.090114
35.392317,140.090109
35.392299,140.090108
35.392277,140.090108
35.392252,140.090112
35.392235,140.090119
35.392214,140.090132
35.392193,140.090149
35.392172,140.090171
35.392157,140.090192
35.392145,140.090213
35.392135,140.090238
35.392128,140.090263
35.392123,140.090294
35.392123,140.090332
35.392128,140.090376
35.392137,140.090425
35.392150,140.090472
35.392252,140.090813
35.392275,140.090883
35.392308,140.090949
35.392345,140.091015
35.392389,140.091077
35.392443,140.091138
35.392490,140.091182
35.392549,140.091223
35.392627,140.091266
35.392701,140.091291
35.392775,140.091303
35.392850,140.091312
35.392946,140.091319
35.393053,140.091323
35.394689,140.091351
35.394785,140.091353
35.394870,140.091345
35.394953,140.091331
35.395033,140.091306
35.395107,140.091273
35.395179,140.091234
35.395239,140.091186
35.395290,140.091144
35.395345,140.091089
35.395396,140.091028
35.395472,140.090912
35.396232,140.089579
35.396252,140.089540
35.396265,140.089507
35.396276,140.089466
35.396282,140.089433
35.396288,140.089386
35.396292,140.089349
35.396291,140.089310
35.396287,140.089271
35.396279,140.089232
35.396269,140.089194
35.396257,140.089158
35.396240,140.089123
35.396221,140.089092
35.396183,140.089055
35.396132,140.089015
35.395395,140.088475
35.395158,140.088274
35.394896,140.088064
35.393052,140.086671
