35.7030573,139.6666986,null,null
35.70210965,139.66631634,null,0
35.70211005,139.66631667,null,0
35.70211155,139.66631659,null,0
35.70212638,139.66632186,null,0
35.7021413,139.66634485,null,0
35.70213342,139.66633097,null,0
35.70214068,139.66634515,null,0
35.70214039,139.66634571,null,0
35.70214054,139.66634742,null,0
35.70214153,139.66635254,null,0
35.70214627,139.66636196,null,0
35.70215417,139.66637264,null,0
35.70215455,139.66637329,null,0
35.70216711,139.66639671,null,0
35.70215882,139.66638115,null,0
35.70215619,139.66637331,null,0
35.70215605,139.66637316,null,0
35.70215807,139.66637597,null,0
35.70215799,139.66637631,null,0
35.70215723,139.66637472,null,0
35.70215055,139.66636918,null,0
35.70215054,139.66636918,null,0
35.7030573,139.6666986,null,null
35.70215252,139.66637296,null,0
35.70215256,139.66637295,null,0
35.70215258,139.66637298,null,0
35.70215249,139.66637335,null,0
35.70215252,139.66637335,null,0
35.70215271,139.66637342,null,0
35.70215289,139.66637336,null,0
35.70215296,139.66637318,null,0
35.70215299,139.66637303,null,0
35.70215272,139.66637322,null,0
35.70215275,139.66637324,null,0
35.70215251,139.66637335,null,0
35.70215243,139.66637352,null,0
35.70215236,139.66637366,null,0
35.70215227,139.6663738,null,0
35.70215212,139.66637393,null,0
35.70215203,139.66637395,null,0
35.70215173,139.66637407,null,0
35.70215195,139.66637373,null,0
35.7021518,139.66637371,null,0
35.70215182,139.66637369,null,0
35.7021517,139.66637354,null,0
35.35.70215224,139.66637361,null,0
35.70215208,139.66637359,null,0
35.7021522,139.66637367,null,0
35.70215205,139.66637374,null,0
35.70214967,139.66637529,null,0
35.70214926,139.66637549,null,0
35.7030573,139.6666986,null,null
35.70276482,139.66640215,306.3999938964844,1.75
35.70276797,139.66639621,266.20001220703125,4.5
35.70288571,139.66608065,277.79998779296875,1.75
35.70291449,139.66609804,303.29998779296875,1.5
35.70293643,139.66610975,333.20001220703125,1.5
35.70295769,139.66612063,358.29998779296875,1.5
35.70297636,139.66612544,355,1.5
35.70300957,139.66613659,355.5,1.5
35.70302093,139.66613936,356,1.25
35.70303115,139.66614315,356.70001220703125,1.25
35.70312963,139.66618182,8,2
35.70315525,139.66619359,11.699999809265137,2.25
35.70331517,139.66621494,357.70001220703125,1.75
35.7033413,139.6662041,350.8999938964844,1.5
35.7034275,139.66622967,16.200000762939453,1.5
35.70345888,139.66622119,357.3999938964844,1.75
35.70360279,139.6662843,21,2
35.70370848,139.66639032,23.600000381469727,1.75
35.70372111,139.66640743,24.5,1.75
35.70371821,139.66642886,null,0
35.70391602,139.66609818,359.70001220703125,1.25
35.70393439,139.6660866,359.3999938964844,1.25
35.70399985,139.66603957,2.4000000953674316,1
35.70403049,139.66603592,2.4000000953674316,0.75
35.70405478,139.66603008,2.4000000953674316,0.5
35.7040745,139.66602235,2.4000000953674316,0.5
35.70409406,139.66601151,2.4000000953674316,0.75
35.70411367,139.66600273,321,1
35.70413335,139.66599323,325.70001220703125,1
35.70430766,139.6659355,346.29998779296875,1.5
35.70433328,139.66592631,346.3999938964844,1.25
35.70435963,139.66592481,348.3999938964844,1.25
35.70438982,139.6659335,350.3999938964844,1.25
